Date,SPY,IYR,IWN,EFA,EEM,GSG,TLT,USIG,HYG,VXX,VMFXX
11/1/2015,-0.000957427,-0.001990466,0.029662351,-0.007527395,-0.025236515,-0.091388371,-0.010510029,-0.006614619,-0.029449534,14.94909746,5.30E-05
12/1/2015,-0.023096494,-0.001728457,-0.06078248,-0.031821933,-0.052956839,-0.082527445,-0.007163402,-0.013132324,-0.029741133,0.069149,6.30E-05
1/1/2016,-0.0497866,-0.041022932,-0.06547753,-0.055177139,-0.050326157,-0.052705553,0.055730645,0.002061674,-0.016008946,0.200000019,0.000141
2/1/2016,-0.000825953,-0.007500013,0.006052191,-0.033345322,-0.008177952,-0.020771494,0.028908033,0.006639849,0.009963437,0.03150905,0.000214
3/1/2016,0.061789661,0.089560616,0.077973134,0.065821345,0.129617426,0.044696982,-0.002824822,0.024712037,0.020104902,-0.291800585,0.000234
4/1/2016,0.00394121,-0.016696674,0.021356491,0.022218343,0.004087573,0.103698355,-0.009417317,0.009882106,0.026441376,-0.044835464,0.000255
5/1/2016,0.017011557,0.022074223,0.01786282,-0.000855712,-0.036929354,0.013140592,0.006028743,-0.004398939,-0.002862229,-0.193701738,0.000239
6/1/2016,-0.001715596,0.05290734,0.004335689,-0.043850656,0.037439665,0.006485109,0.067148048,0.022091947,0.013036674,0.017686126,0.000243
7/1/2016,0.03647126,0.036533586,0.0471785,0.039770714,0.053841631,-0.100515488,0.019150495,0.00829292,0.008382606,-0.262853005,0.000258
8/1/2016,0.001197539,-0.033489468,0.024244222,0.005341102,0.00883733,0.020057287,-0.011938418,0.000349995,0.015103539,-0.110019632,0.000262
9/1/2016,-0.004968267,-0.02301916,0.003833268,0.013367654,0.025184835,0.040730332,-0.016872815,-0.004548275,0.006459114,-0.059878639,0.000249
10/1/2016,-0.017337032,-0.049603175,-0.031217152,-0.022154597,-0.00827774,-0.017543811,-0.045523924,-0.013267679,-0.014210468,0.002054585,0.000243
11/1/2016,0.036838399,-0.023355962,0.131651483,-0.017813884,-0.044157227,0.02472525,-0.083885731,-0.030454191,-0.004301269,-0.183069716,0.000256
12/1/2016,0.014293465,0.027922565,0.0357019,0.016552185,-0.013802864,0.050268096,-0.009231542,0.00312274,0.010507899,-0.085335217,0.000252
1/1/2017,0.01789469,0.001299694,-0.008491694,0.032911858,0.066552469,-0.015315876,0.008142376,0.000366242,0.009127594,-0.238729914,0.000339
2/1/2017,0.039291533,0.043743545,0.014076113,0.011906743,0.017407647,0.001296144,0.013655282,0.008603284,0.010877085,-0.051493306,0.0004
3/1/2017,-0.003087054,-0.023877698,-0.011957461,0.032316884,0.036851741,-0.040776707,-0.008460644,-0.002631518,-0.005776443,-0.142779593,0.000371
4/1/2017,0.009926174,0.005605841,0.00372372,0.024241424,0.017009444,-0.026315749,0.013586276,0.007369644,0.003873365,-0.049398337,0.000463
5/1/2017,0.014112906,-0.001140301,-0.03060706,0.035423172,0.028457298,-0.011781017,0.016755236,0.007947952,0.006014512,-0.101932089,0.000521
6/1/2017,0.001491056,0.011796047,0.033921906,-0.013018478,0.004611617,-0.016830278,0.005787791,0.000716862,-0.002932906,-0.053412414,0.000604
7/1/2017,0.020554182,0.011157165,0.001934851,0.026533795,0.058226622,0.04208268,-0.008631728,0.004387517,0.005883067,-0.119906008,0.000675
8/1/2017,0.002917702,0.006694685,-0.024517197,-0.000448211,0.023516041,-0.010266915,0.00975491,0.00534901,-0.00348673,0.031166553,0.000768
9/1/2017,0.015111682,-0.016256154,0.068342248,0.023617366,-0.00044614,0.03042874,-0.003912159,-0.004788448,0.00180591,-0.153929212,0.000804
10/1/2017,0.023564058,0.000500763,0.000483383,0.016793134,0.032805119,0.03892617,-0.002404641,-0.002138515,-0.003267248,-0.135238567,0.000807
11/1/2017,0.03056588,0.025650689,0.028990163,-0.006749872,-0.003889376,0.012919946,0.005302938,-0.003303823,-0.007799281,-0.056653883,0.00084
12/1/2017,0.006980776,-0.01171159,-0.015886671,0.01662802,0.022125824,0.03826533,0.013906632,0.003673141,-0.005923863,-0.126681243,0.000851
1/1/2018,0.056359175,-0.030243236,0.012246528,0.050206214,0.082979625,0.037469206,-0.032555551,-0.009283236,0.000458411,0.073065867,0.000972
2/1/2018,-0.036360412,-0.066573267,-0.049886075,-0.048347777,-0.058984879,-0.036708049,-0.032428935,-0.019100776,-0.012829355,0.48030707,0.001069
3/1/2018,-0.031290264,0.029183136,0.007772406,-0.008396134,0.005414376,0.023355817,0.026526329,0.000918513,-0.006265966,0.066741894,0.001012
4/1/2018,0.005168215,0.002252526,0.018460782,0.015212364,-0.028169027,0.046246275,-0.022969672,-0.012480505,0.000700579,-0.121327447,0.001212
5/1/2018,0.024309071,0.033712362,0.058325933,-0.018942556,-0.026214825,0.015499452,0.017800191,0.00167271,-0.003733952,-0.111378424,0.001278
6/1/2018,0.001254877,0.03056656,0.004186672,-0.035014413,-0.051652372,0.012436366,0.004124732,-0.006123051,-0.00351365,-0.000541431,0.001405
7/1/2018,0.037046549,0.008314695,0.013265616,0.028520173,0.035310379,-0.036292553,-0.0165955,0.004480569,0.0122238,-0.150054152,0.001466
8/1/2018,0.03191985,0.02375385,0.02393953,-0.022357738,-0.037672814,0.010428755,0.01086051,0.002509029,0.002786784,-0.053855917,0.00157
9/1/2018,0.001412296,-0.037989945,-0.028274971,0.009652533,-0.005791059,0.038417434,-0.030826474,-0.005932512,0.000926376,-0.100707299,0.001613
10/1/2018,-0.06910428,-0.023868984,-0.089097733,-0.081335475,-0.087604811,-0.061844329,-0.031465805,-0.018090217,-0.024178666,0.407490665,0.001614
11/1/2018,0.01854927,0.046984997,0.015765547,0.004963198,0.049029673,-0.110653334,0.015407642,-0.004748338,-0.008891524,-0.082756798,0.001747
12/1/2018,-0.093342994,-0.083638988,-0.126117316,-0.063565424,-0.049172356,-0.072137606,0.053585366,0.010496168,-0.029904307,0.36321439,0.001912
1/1/2019,0.0800656,0.114758449,0.109075652,0.066349126,0.103430542,0.083452146,0.003785689,0.023796002,0.049445157,-0.24600981,0.001961
2/1/2019,0.032415812,0.007301899,0.038987186,0.025366885,-0.015313222,0.034891422,-0.015987575,-0.002213594,0.007519673,-0.113463179,0.001786
